time	size	parameter
350	b-100	croissant
382	b-100	croissant
356	b-100	croissant
389	b-100	croissant
414	b-100	croissant
325	b-100	croissant
347	b-100	croissant
362	b-100	croissant
410	b-100	croissant
323	b-100	croissant
370	b-100	croissant
341	b-100	croissant
367	b-100	croissant
327	b-100	croissant
340	b-100	croissant
358	b-100	croissant
369	b-100	croissant
377	b-100	croissant
349	b-100	croissant
338	b-100	croissant
354	b-100	croissant
358	b-100	croissant
318	b-100	croissant
355	b-100	croissant
452	b-100	croissant
398	b-100	croissant
344	b-100	croissant
348	b-100	croissant
401	b-100	croissant
400	b-100	croissant
341	b-100	croissant
359	b-100	croissant
356	b-100	croissant
400	b-100	croissant
316	b-100	croissant
478	b-100	croissant
394	b-100	croissant
358	b-100	croissant
347	b-100	croissant
311	b-100	croissant
347	b-100	croissant
371	b-100	croissant
414	b-100	croissant
350	b-100	croissant
319	b-100	croissant
319	b-100	croissant
325	b-100	croissant
368	b-100	croissant
346	b-100	croissant
343	b-100	croissant
349	b-100	croissant
392	b-100	croissant
313	b-100	croissant
384	b-100	croissant
359	b-100	croissant
332	b-100	croissant
371	b-100	croissant
492	b-100	croissant
427	b-100	croissant
347	b-100	croissant
383	b-100	croissant
380	b-100	croissant
348	b-100	croissant
354	b-100	croissant
357	b-100	croissant
403	b-100	croissant
400	b-100	croissant
361	b-100	croissant
386	b-100	croissant
345	b-100	croissant
349	b-100	croissant
487	b-100	croissant
365	b-100	croissant
352	b-100	croissant
337	b-100	croissant
348	b-100	croissant
355	b-100	croissant
349	b-100	croissant
359	b-100	croissant
355	b-100	croissant
355	b-100	croissant
351	b-100	croissant
386	b-100	croissant
381	b-100	croissant
347	b-100	croissant
313	b-100	croissant
350	b-100	croissant
370	b-100	croissant
336	b-100	croissant
404	b-100	croissant
384	b-100	croissant
357	b-100	croissant
382	b-100	croissant
364	b-100	croissant
360	b-100	croissant
360	b-100	croissant
441	b-100	croissant
381	b-100	croissant
361	b-100	croissant
341	b-100	croissant
354	b-100	croissant
358	b-100	croissant
354	b-100	croissant
348	b-100	croissant
355	b-100	croissant
357	b-100	croissant
354	b-100	croissant
361	b-100	croissant
358	b-100	croissant
379	b-100	croissant
417	b-100	croissant
465	b-100	croissant
367	b-100	croissant
330	b-100	croissant
364	b-100	croissant
348	b-100	croissant
356	b-100	croissant
361	b-100	croissant
371	b-100	croissant
428	b-100	croissant
374	b-100	croissant
350	b-100	croissant
404	b-100	croissant
352	b-100	croissant
367	b-100	croissant
350	b-100	croissant
383	b-100	croissant
344	b-100	croissant
454	b-100	croissant
368	b-100	croissant
344	b-100	croissant
398	b-100	croissant
334	b-100	croissant
328	b-100	croissant
326	b-100	croissant
408	b-100	croissant
374	b-100	croissant
343	b-100	croissant
354	b-100	croissant
355	b-100	croissant
341	b-100	croissant
359	b-100	croissant
366	b-100	croissant
391	b-100	croissant
328	b-100	croissant
346	b-100	croissant
354	b-100	croissant
364	b-100	croissant
360	b-100	croissant
325	b-100	croissant
347	b-100	croissant
363	b-100	croissant
352	b-100	croissant
323	b-100	croissant
351	b-100	croissant
353	b-100	croissant
364	b-100	croissant
309	b-100	croissant
328	b-100	croissant
344	b-100	croissant
364	b-100	croissant
337	b-100	croissant
337	b-100	croissant
310	b-100	croissant
310	b-100	croissant
343	b-100	croissant
365	b-100	croissant
416	b-100	croissant
319	b-100	croissant
353	b-100	croissant
386	b-100	croissant
335	b-100	croissant
330	b-100	croissant
340	b-100	croissant
349	b-100	croissant
354	b-100	croissant
354	b-100	croissant
349	b-100	croissant
353	b-100	croissant
347	b-100	croissant
373	b-100	croissant
341	b-100	croissant
341	b-100	croissant
336	b-100	croissant
339	b-100	croissant
367	b-100	croissant
344	b-100	croissant
315	b-100	croissant
342	b-100	croissant
339	b-100	croissant
341	b-100	croissant
344	b-100	croissant
340	b-100	croissant
338	b-100	croissant
345	b-100	croissant
338	b-100	croissant
341	b-100	croissant
337	b-100	croissant
336	b-100	croissant
317	b-100	croissant
414	b-100	croissant
458	b-100	croissant
349	b-100	croissant
347	b-100	croissant
473	b-100	croissant
389	b-100	croissant
372	b-100	croissant
317	b-100	croissant
371	b-100	croissant
386	b-100	croissant
350	b-100	croissant
349	b-100	croissant
349	b-100	croissant
348	b-100	croissant
342	b-100	croissant
351	b-100	croissant
348	b-100	croissant
369	b-100	croissant
349	b-100	croissant
344	b-100	croissant
366	b-100	croissant
358	b-100	croissant
388	b-100	croissant
352	b-100	croissant
378	b-100	croissant
378	b-100	croissant
356	b-100	croissant
331	b-100	croissant
311	b-100	croissant
333	b-100	croissant
351	b-100	croissant
362	b-100	croissant
393	b-100	croissant
317	b-100	croissant
347	b-100	croissant
343	b-100	croissant
376	b-100	croissant
334	b-100	croissant
375	b-100	croissant
399	b-100	croissant
352	b-100	croissant
322	b-100	croissant
382	b-100	croissant
349	b-100	croissant
357	b-100	croissant
314	b-100	croissant
359	b-100	croissant
355	b-100	croissant
309	b-100	croissant
381	b-100	croissant
353	b-100	croissant
359	b-100	croissant
358	b-100	croissant
317	b-100	croissant
351	b-100	croissant
347	b-100	croissant
346	b-100	croissant
320	b-100	croissant
369	b-100	croissant
354	b-100	croissant
393	b-100	croissant
316	b-100	croissant
319	b-100	croissant
354	b-100	croissant
343	b-100	croissant
352	b-100	croissant
478	b-100	croissant
526	b-100	croissant
357	b-100	croissant
348	b-100	croissant
316	b-100	croissant
324	b-100	croissant
313	b-100	croissant
315	b-100	croissant
308	b-100	croissant
306	b-100	croissant
325	b-100	croissant
393	b-100	croissant
325	b-100	croissant
351	b-100	croissant
424	b-100	croissant
341	b-100	croissant
343	b-100	croissant
346	b-100	croissant
354	b-100	croissant
324	b-100	croissant
397	b-100	croissant
385	b-100	croissant
374	b-100	croissant
341	b-100	croissant
395	b-100	croissant
313	b-100	croissant
324	b-100	croissant
319	b-100	croissant
350	b-100	croissant
328	b-100	croissant
361	b-100	croissant
315	b-100	croissant
353	b-100	croissant
348	b-100	croissant
351	b-100	croissant
350	b-100	croissant
358	b-100	croissant
365	b-100	croissant
353	b-100	croissant
439	b-100	croissant
431	b-100	croissant
446	b-100	croissant
436	b-100	croissant
336	b-100	croissant
445	b-100	croissant
361	b-100	croissant
328	b-100	croissant
332	b-100	croissant
428	b-100	croissant
341	b-100	croissant
334	b-100	croissant
435	b-100	croissant
377	b-100	croissant
399	b-100	croissant
530	c-250	random
480	c-250	random
458	c-250	random
464	c-250	random
474	c-250	random
382	c-250	random
385	c-250	random
525	c-250	random
523	c-250	random
532	c-250	random
530	c-250	random
512	c-250	random
511	c-250	random
394	c-250	random
399	c-250	random
390	c-250	random
542	c-250	random
522	c-250	random
491	c-250	random
553	c-250	random
510	c-250	random
531	c-250	random
439	c-250	random
509	c-250	random
382	c-250	random
378	c-250	random
497	c-250	random
405	c-250	random
559	c-250	random
428	c-250	random
405	c-250	random
381	c-250	random
399	c-250	random
396	c-250	random
391	c-250	random
407	c-250	random
436	c-250	random
383	c-250	random
377	c-250	random
403	c-250	random
368	c-250	random
582	c-250	random
402	c-250	random
407	c-250	random
403	c-250	random
404	c-250	random
410	c-250	random
408	c-250	random
407	c-250	random
403	c-250	random
417	c-250	random
387	c-250	random
379	c-250	random
395	c-250	random
543	c-250	random
444	c-250	random
423	c-250	random
464	c-250	random
413	c-250	random
501	c-250	random
506	c-250	random
401	c-250	random
432	c-250	random
391	c-250	random
470	c-250	random
392	c-250	random
394	c-250	random
437	c-250	random
409	c-250	random
404	c-250	random
421	c-250	random
379	c-250	random
366	c-250	random
380	c-250	random
399	c-250	random
524	c-250	random
486	c-250	random
394	c-250	random
391	c-250	random
411	c-250	random
394	c-250	random
420	c-250	random
382	c-250	random
390	c-250	random
518	c-250	random
592	c-250	random
419	c-250	random
479	c-250	random
396	c-250	random
392	c-250	random
426	c-250	random
411	c-250	random
468	c-250	random
468	c-250	random
392	c-250	random
396	c-250	random
427	c-250	random
396	c-250	random
388	c-250	random
456	c-250	random
373	c-250	random
393	c-250	random
422	c-250	random
415	c-250	random
374	c-250	random
402	c-250	random
399	c-250	random
403	c-250	random
378	c-250	random
431	c-250	random
424	c-250	random
395	c-250	random
415	c-250	random
396	c-250	random
398	c-250	random
398	c-250	random
395	c-250	random
414	c-250	random
429	c-250	random
421	c-250	random
357	c-250	random
388	c-250	random
379	c-250	random
386	c-250	random
390	c-250	random
502	c-250	random
374	c-250	random
382	c-250	random
520	c-250	random
390	c-250	random
439	c-250	random
374	c-250	random
521	c-250	random
404	c-250	random
442	c-250	random
453	c-250	random
389	c-250	random
523	c-250	random
407	c-250	random
405	c-250	random
400	c-250	random
379	c-250	random
407	c-250	random
537	c-250	random
355	c-250	random
428	c-250	random
396	c-250	random
426	c-250	random
446	c-250	random
396	c-250	random
421	c-250	random
376	c-250	random
393	c-250	random
379	c-250	random
427	c-250	random
438	c-250	random
421	c-250	random
400	c-250	random
357	c-250	random
365	c-250	random
370	c-250	random
425	c-250	random
389	c-250	random
412	c-250	random
427	c-250	random
395	c-250	random
426	c-250	random
405	c-250	random
403	c-250	random
364	c-250	random
366	c-250	random
384	c-250	random
421	c-250	random
410	c-250	random
406	c-250	random
411	c-250	random
478	c-250	random
413	c-250	random
373	c-250	random
401	c-250	random
388	c-250	random
426	c-250	random
445	c-250	random
417	c-250	random
406	c-250	random
449	c-250	random
398	c-250	random
371	c-250	random
361	c-250	random
391	c-250	random
409	c-250	random
394	c-250	random
370	c-250	random
414	c-250	random
415	c-250	random
405	c-250	random
365	c-250	random
358	c-250	random
424	c-250	random
417	c-250	random
409	c-250	random
456	c-250	random
396	c-250	random
394	c-250	random
405	c-250	random
405	c-250	random
398	c-250	random
401	c-250	random
402	c-250	random
412	c-250	random
409	c-250	random
355	c-250	random
400	c-250	random
384	c-250	random
449	c-250	random
374	c-250	random
398	c-250	random
437	c-250	random
411	c-250	random
411	c-250	random
399	c-250	random
419	c-250	random
398	c-250	random
417	c-250	random
356	c-250	random
404	c-250	random
393	c-250	random
409	c-250	random
428	c-250	random
419	c-250	random
386	c-250	random
389	c-250	random
406	c-250	random
407	c-250	random
377	c-250	random
423	c-250	random
536	c-250	random
451	c-250	random
406	c-250	random
397	c-250	random
393	c-250	random
408	c-250	random
564	c-250	random
422	c-250	random
424	c-250	random
467	c-250	random
446	c-250	random
459	c-250	random
435	c-250	random
422	c-250	random
392	c-250	random
402	c-250	random
391	c-250	random
401	c-250	random
458	c-250	random
423	c-250	random
403	c-250	random
401	c-250	random
391	c-250	random
401	c-250	random
415	c-250	random
403	c-250	random
415	c-250	random
403	c-250	random
397	c-250	random
431	c-250	random
408	c-250	random
426	c-250	random
433	c-250	random
405	c-250	random
426	c-250	random
404	c-250	random
422	c-250	random
471	c-250	random
393	c-250	random
390	c-250	random
407	c-250	random
408	c-250	random
403	c-250	random
400	c-250	random
402	c-250	random
393	c-250	random
578	c-250	random
469	c-250	random
407	c-250	random
448	c-250	random
444	c-250	random
400	c-250	random
395	c-250	random
434	c-250	random
362	c-250	random
358	c-250	random
359	c-250	random
403	c-250	random
433	c-250	random
544	c-250	random
432	c-250	random
381	c-250	random
373	c-250	random
426	c-250	random
383	c-250	random
386	c-250	random
392	c-250	random
423	c-250	random
386	c-250	random
392	c-250	random
388	c-250	random
386	c-250	random
366	c-250	random
368	c-250	random
404	c-250	random
369	c-250	random
539	c-250	random
488	c-250	random
394	c-250	random
385	c-250	random
422	c-250	random
417	c-250	random
395	c-250	random
422	c-250	random
404	c-250	random
399	c-250	random
380	c-250	random
500	c-250	random
401	c-250	random
407	c-250	random
527	c-250	random
437	c-250	random
396	c-250	random
407	c-250	random
403	c-250	random
458	c-250	random
400	c-250	random
406	c-250	random
374	c-250	random
399	c-250	random
431	c-250	random
414	c-250	random
407	c-250	random
388	c-250	random
403	c-250	random
407	c-250	random
422	c-250	random
385	c-250	random
502	c-250	random
416	c-250	random
538	c-250	random
409	c-250	random
428	c-250	random
403	c-250	random
512	c-250	random
389	c-250	random
412	c-250	random
395	c-250	random
419	c-250	random
360	c-250	random
397	c-250	random
504	c-250	random
408	c-250	random
406	c-250	random
410	c-250	random
400	c-250	random
405	c-250	random
400	c-250	random
415	c-250	random
406	c-250	random
422	c-250	random
397	c-250	random
360	c-250	random
389	c-250	random
345	c-250	random
367	c-250	random
383	c-250	random
368	c-250	random
384	c-250	random
392	c-250	random
391	c-250	random
470	c-250	random
390	c-250	random
468	c-250	random
387	c-250	random
407	c-250	random
422	c-250	random
477	c-250	random
376	c-250	random
430	c-250	random
401	c-250	random
365	c-250	random
401	c-250	random
456	c-250	random
378	c-250	random
415	c-250	random
415	c-250	random
388	c-250	random
385	c-250	random
385	c-250	random
410	c-250	random
396	c-250	random
408	c-250	random
387	c-250	random
370	c-250	random
387	c-250	random
419	c-250	random
373	c-250	random
407	c-250	random
496	c-250	random
419	c-250	random
423	c-250	random
400	c-250	random
359	c-250	random
384	c-250	random
400	c-250	random
483	c-250	random
370	c-250	random
425	c-250	random
427	c-250	random
499	c-250	random
512	c-250	random
553	c-250	random
406	c-250	random
374	c-250	random
401	c-250	random
434	c-250	random
429	c-250	random
366	c-250	random
379	c-250	random
477	c-250	random
441	c-250	random
416	c-250	random
523	c-250	random
442	c-250	random
383	c-250	random
392	c-250	random
384	c-250	random
385	c-250	random
415	c-250	random
408	c-250	random
503	c-250	random
531	c-250	random
522	c-250	random
402	c-250	random
513	c-250	random
436	c-250	random
517	c-250	random
457	c-250	random
480	c-250	random
484	c-250	random
498	c-250	random
490	c-250	random
495	c-250	random
483	c-250	random
559	c-250	random
395	c-250	random
369	c-250	random
667	c-250	random
388	c-250	random
361	c-250	random
490	c-250	random
384	c-250	random
397	c-250	random
408	c-250	random
835	c-250	random
411	c-250	random
503	c-250	random
421	c-250	random
395	c-250	random
437	c-250	random
391	c-250	random
407	c-250	random
401	c-250	random
381	c-250	random
386	c-250	random
556	c-250	random
368	c-250	random
381	c-250	random
413	c-250	random
388	c-250	random
432	c-250	random
427	c-250	random
450	c-250	random
417	c-250	random
383	c-250	random
406	c-250	random
457	c-250	random
374	c-250	random
410	c-250	random
421	c-250	random
415	c-250	random
435	c-250	random
405	c-250	random
487	c-250	random
449	c-250	random
402	c-250	random
414	c-250	random
377	c-250	random
541	c-250	random
489	c-250	random
548	c-250	random
394	c-250	random
383	c-250	random
400	c-250	random
417	c-250	random
383	c-250	random
392	c-250	random
542	c-250	random
565	c-250	random
561	c-250	random
428	c-250	random
408	c-250	random
406	c-250	random
922	c-250	random
938	c-250	random
418	c-250	random
412	c-250	random
499	c-250	random
497	c-250	random
429	c-250	random
405	c-250	random
416	c-250	random
396	c-250	random
430	c-250	random
405	c-250	random
420	c-250	random
418	c-250	random
396	c-250	random
426	c-250	random
477	c-250	random
400	c-250	random
366	c-250	random
396	c-250	random
402	c-250	random
409	c-250	random
407	c-250	random
396	c-250	random
397	c-250	random
430	c-250	random
406	c-250	random
424	c-250	random
397	c-250	random
399	c-250	random
407	c-250	random
409	c-250	random
451	c-250	random
449	c-250	random
357	c-250	random
449	c-250	random
500	c-250	random
466	c-250	random
548	c-250	random
433	c-250	random
433	c-250	random
376	c-250	random
392	c-250	random
394	c-250	random
423	c-250	random
445	c-250	random
436	c-250	random
408	c-250	random
399	c-250	random
362	c-250	random
495	c-250	random
434	c-250	random
389	c-250	random
408	c-250	random
409	c-250	random
409	c-250	random
417	c-250	random
399	c-250	random
445	c-250	random
356	c-250	random
384	c-250	random
388	c-250	random
405	c-250	random
401	c-250	random
385	c-250	random
383	c-250	random
385	c-250	random
381	c-250	random
393	c-250	random
418	c-250	random
386	c-250	random
382	c-250	random
389	c-250	random
369	c-250	random
437	c-250	random
412	c-250	random
391	c-250	random
434	c-250	random
389	c-250	random
395	c-250	random
400	c-250	random
409	c-250	random
415	c-250	random
421	c-250	random
424	c-250	random
411	c-250	random
412	c-250	random
390	c-250	random
392	c-250	random
388	c-250	random
403	c-250	random
392	c-250	random
358	c-250	random
355	c-250	random
409	c-250	random
430	c-250	random
445	c-250	random
408	c-250	random
571	c-250	random
494	c-250	random
415	c-250	random
404	c-250	random
406	c-250	random
405	c-250	random
427	c-250	random
398	c-250	random
416	c-250	random
510	c-250	random
389	c-250	random
409	c-250	random
422	c-250	random
446	c-250	random
419	c-250	random
390	c-250	random
407	c-250	random
420	c-250	random
